	ProxStylo_M7_3mo	ProxStylo_M8_3mo	ProxStylo_M9_3mo	DistStylo_M7_3mo	DistStylo_M8_3mo	DistStylo_M9_3mo	Elbow_M7_3mo	Elbow_M8_3mo	Elbow_M9_3mo	ProxZeugo_M7_3mo	ProxZeugo_M8_3mo	ProxZeugo_M9_3mo	DistZeugo_M7_3mo	DistZeugo_M8_3mo	DistZeugo_M9_3mo	Auto_M7_3mo	Auto_M8_3mo	Auto_M9_3mo	Digit1_M7_3mo	Digit1_M8_3mo	Digit1_M9_3mo	Digit2_M7_3mo	Digit2_M8_3mo	Digit2_M9_3mo	Digit3_M7_3mo	Digit3_M8_3mo	Digit3_M9_3mo	Digit4_M7_3mo	Digit4_M8_3mo	Digit4_M9_3mo	Digit5_M7_3mo	Digit5_M8_3mo	Digit5_M9_3mo 
1700012B09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cit	56.49	52.51	42.99	41.58	43.77	45.65	109.19	70.92	22.23	32.96	24.06	1.89	16.88	6.63	17.63	28.47	29.9	33.55	21.54	30.1	34.3	33.83	34.66	26.55	36.39	27.05	28.08	38.9	25.29	32.37	51.62	27.63	28.37
Sel1l2	0	0	2.05	0	0	2	0	0	0	0	0	11.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rundc3b	3.14	9.2	2.05	7.36	0.84	4	6.64	2.65	17.4	0	1.6	1.89	7.34	3.31	1.04	4.88	0	7.06	3.03	8.81	7.22	10	4.71	12.78	9.29	9.41	0	12.97	0	6.87	2.95	22.87	6.62
Lbx1	93.1	103.96	128.97	179.34	172.54	160.8	93.93	76.08	131.45	121.18	280.74	227.32	96.86	62.98	32.14	99.25	22.07	38.84	12.87	5.14	7.22	10	0	2.95	21.68	16.46	8.42	38.9	11.5	4.91	22.12	7.62	2.84
Tacc1	356.13	397.6	296.84	279.99	336.66	271.66	426.92	353.58	220.37	300.53	174.86	193.14	246.54	124.3	232.24	298.56	293.79	218.93	220.84	171.06	154.36	248.49	183.76	183.9	189.7	234.3	210.62	208.36	173.61	131.74	188.77	156.25	151.29
Gm21319	0	0.97	0	0	2.47	0	3.17	0	2.16	0.98	0	4.66	1.65	0	17.81	3.11	3.59	0	1.54	1.54	0	0.33	5.34	0	4.78	0	2.84	0	0	0	0	1.31	0
Olfr677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbpms	120.3	92.04	70.41	88.28	106.05	99.88	75.9	68.11	76.36	128.94	70.58	109.81	90.99	34.81	33.18	65.9	46.27	42.37	59.07	31.57	42.43	61.54	54.18	37.37	65.82	56.44	47.74	78.72	66.68	66.71	67.84	34.3	38.77
Olfr845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9530077C05Rik	0	1.84	1.02	2.77	3.37	5.99	0.95	7.96	2.9	3.88	0	0	3.67	0	0	3.25	0	1.77	0	1.47	1.81	4.62	0	6.88	4.65	3.53	0	4.63	8.05	2.94	4.42	3.81	1.89
Npepl1	125.53	161.98	128.97	152.47	119.51	150.74	132.83	96.42	121.8	140.57	160.42	170.42	123.27	97.79	86.05	109.01	67.62	76.8	73.45	50.66	66.8	93.88	51.82	50.15	46.46	45.87	56.52	75.94	54.04	90.25	107.66	83.84	81.32
Slc7a6os	76.03	71.79	81.31	86.96	47.97	73.91	76.85	88.46	86.99	62.05	93.35	70.06	68.3	83.45	177.29	82.04	84	90.05	103.75	84.43	123.67	112.32	107.16	156.36	122.59	112.9	88.93	116.69	68.98	114.78	163.7	125.76	138.05
Stip1	215.49	220.89	319.54	282.76	251.64	262.68	268.5	236.19	298.63	195.79	264.69	293.5	190.04	227.06	232.24	167.59	157.31	164.55	192.87	193.82	193.17	135.4	232.02	159.31	208.29	182.29	204.06	213	128.77	198.16	178.44	222.95	200.46
Gm9992	7.03	5.81	2.05	0.92	1.41	3	0	0	0	4.85	0	0	0	4.97	0	1.63	2.14	0.88	0	6.31	1.32	0	0	0	20.84	8.64	6.16	7.32	4.58	10.59	0	3.73	0
Gng13	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	0	0	0	0	0	0
Crispld1	59.89	46.98	44.14	72.02	66.89	59.32	92.25	54.52	54.83	76.57	53.37	22.76	64.96	51.45	115.78	60.45	82.77	68.88	54.24	38.86	34.43	40.92	40	9.01	35.69	23.54	42.17	54.5	44.9	13.4	10.82	42.89	21
Dyrk2	52.3	28.53	47.09	70.23	49.66	71.78	54.08	41.58	46.39	38.78	35.29	70.06	49.9	64.64	46.66	56.13	36.3	45.91	21.96	38.18	48.74	19.23	34.16	33.44	30.97	32.93	57.1	30.55	18.4	34.34	28.02	23.82	49.17
Crygd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pno1	74.27	123.33	78.82	110.89	95.11	89.89	85.39	88.46	94.72	90.16	141.17	102.25	45.49	72.92	78.8	78.1	82.57	90.93	78.76	74.15	73.12	97.7	38.87	60.97	74.33	62.33	89.86	113.91	73.58	65.73	82.58	62.88	105.83
Pomp	279.3	288.07	307.08	313.27	360.23	361.55	264.7	314.03	423.34	330.59	521.37	520.72	273.69	313.25	411.61	311.58	367.3	308.1	308.72	345.07	394.51	276.18	315.64	406.15	312.82	295.18	361.32	326.91	330.98	422.81	340.66	379.2	426.18
Shank2	24.06	17.49	2.05	13.86	19.36	6.99	5.7	3.57	5.8	7.76	0	1.89	9.54	0	2.07	0.81	8.61	7.95	16.12	23.44	37.96	27.71	21.2	15.73	20.91	24.94	3.74	20.61	5.75	10.79	8.85	33.81	12.29
Treml4	1.05	5.52	1.02	1.85	0.84	4.99	6.64	4.42	0	0	1.6	0	0.73	4.97	3.11	0	4.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahsa1	418.3	467.22	558.67	527.72	483.96	538.33	495.21	502.28	592.49	399.42	733.12	674.1	377.89	372.91	399.17	361.21	279.82	343.59	368.03	298.99	313.26	326.22	279.12	402.22	260.16	319.89	307.69	338.88	336.86	317.85	320.02	320.13	450.55
Vmn1r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt22	9.41	12.89	7.17	3.7	2.52	7.99	8.54	10.6	0	8.73	1.6	5.68	7.34	1.66	4.15	4.07	6.41	3.53	4.54	0	7.22	7.69	5.89	13.77	7.74	1.18	1.87	12.97	19.55	5.89	7.37	6.67	4.73
Defa-rs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wasf2	334.74	307.4	264.09	279.07	290.37	278.66	319.73	316.69	260	296.66	203.73	196.93	305.8	246.95	423.01	296.94	315.34	294.86	318.81	361.22	341.21	352.34	373.35	335.35	352.3	398.68	386.6	338.02	310.42	351.2	292	272.49	294.07
Mrpl41	82.64	57.06	74.72	55.44	77.43	66.92	52.18	60.15	84.09	37.81	72.19	94.68	46.96	58.01	46.66	64.27	44.84	47.67	43.16	49.92	46.04	43.08	54.18	61.96	68.14	62.33	69.27	71.31	52.89	64.75	36.87	55.26	53.9
Anp32a	708.18	853.18	828.09	664.06	809.51	719.11	846.77	741.3	819.62	536.42	718.91	808.54	464.47	386.17	910.3	581.82	519	471.42	503.58	376.64	431.56	534.24	489.95	559.57	394.88	518.63	390.74	456.56	421.93	516.01	290.05	455.42	446.31
Draxin	1.05	4.6	7.15	6.52	5.02	3	11.35	5.37	1.08	3.86	0	3.79	1.47	6.63	0	3.44	7.13	2.65	1.51	0	0	0	1.18	3.93	1.33	0	0	2.79	0	0	4.42	0	5.69
Cabp5	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86	0	0	0	0	0	0	0	0	2.15	0.13	0	0
Egr4	0	0	0	0	0	1	0	0	0	0	0	1.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map6d1	0	0	0	0	0	0	0	0	0	0.97	0	0	0	0	0	0	0	0	3.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhdc1	131.8	112.28	132.04	77.62	70.7	99.88	119.54	184.88	175.91	103.73	70.58	53.02	99.06	92.81	203.21	100.88	142.36	181.86	144.64	261.35	194.2	153.86	252.04	175.05	214.48	186.99	216.23	156.51	232.24	183.45	178.34	227.7	200.46
Zfp108	4.35	2.95	6.73	5.66	0.91	3.56	0	0	2.27	5.82	2.04	7.57	3.1	13.77	7.48	1.63	0	2.74	0.76	2.25	9.03	1.68	4.61	4.25	0.84	3.53	0	2.78	0	0	0	0	0
Stk19	44.98	31.29	36.85	29.57	31.14	34.86	37.95	25.65	29	55.26	32.08	34.08	42.56	19.89	37.32	40.68	51.96	57.38	49.98	43.35	38.81	45.39	91.87	94.41	58.07	71.74	59.67	28.71	109.22	67.69	45.72	72.41	71.86
Son	861.95	952.58	871.08	950.4	973.8	996.52	1038.88	1079.48	862.22	974.13	1052.36	1096.36	1104.98	996.24	1040.94	1229.62	1209.39	1253.23	1222.48	1169.55	1185.21	1127.8	1181.3	1157.49	1175.31	1104.3	1111.11	1101.02	1157.79	1183.91	1075.08	1172.86	1050.52
Cabp7	1.05	0	0	0	0	2	0	0.88	1.93	0	0	0	1.47	0	0	4.88	0	0.88	1.51	0	0	0	0	0	2.32	1.18	0	0	0	3.92	0	0	0.95
Mras	38.7	55.22	63.46	63.76	28.62	36.95	40.8	29.19	30.93	67.86	27.27	49.23	43.29	39.78	85.02	64.27	57.66	62.68	71.94	25.7	66.8	46.93	54.18	66.87	58.85	43.51	57.1	86.13	86.23	78.48	69.31	104.8	30.26
Mycbp2	256.28	276.33	274.32	272.6	297.94	302.63	280.83	365.24	381.78	350.95	393.74	340.84	339	392.8	300.98	419.78	447.02	422.99	324.11	502.91	552.43	367.73	515.86	483.85	524.14	584.49	532.62	401.17	615.09	503.26	468.96	532.59	473.73
Ccdc166	4.18	5.52	4.09	9.24	4.21	5.99	6.64	10.62	15.46	8.73	3.21	24.62	8.07	11.6	12.44	4.88	17.8	7.95	3.79	21.29	12.64	7.69	10.6	6.88	8.52	5.88	12.17	12.04	4.6	8.83	11.8	0	14.18
Tmem181a	61.72	40.5	50.16	45.28	53.87	55.93	54.08	57.5	48.33	66.89	43.31	35.98	62.37	56.35	66.35	65.08	86.84	70.62	82.54	96.91	95.68	88.47	82.44	123.91	89.82	112.9	94.54	95.39	73.58	147.15	58.99	107.72	80.37
Gpr1	8.37	3.68	8.19	17.56	1.68	6.99	6.64	4.42	14.5	13.57	4.81	5.68	11.74	0	2.07	12.2	10.68	10.59	16.66	0	4.51	6.15	14.13	0	7.74	7.06	14.98	7.41	25.29	4.91	16.22	7.62	10.4
Meox1	11.51	16.57	12.28	34.19	28.62	19.98	18.98	15.04	9.67	8.73	9.63	3.79	9.54	11.6	8.29	20.34	1.42	9.71	6.06	3.67	2.71	3.85	5.89	0	7.74	5.88	8.42	3.7	0	6.87	1.47	3.81	1.89
Hist2h2ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94	0	0	0	0	0	0	0	0	0	0
Gm166	13.6	7.36	2.05	5.54	5.89	3	9.49	1.77	0.97	8.73	3.21	0	0	1.66	5.18	4.07	12.1	1.77	14.39	2.2	2.71	5.39	4.71	3.93	3.87	8.23	0	8.33	0	5.89	8.85	0	2.84
Retsat	115.14	142.67	137.16	111.81	131.21	62.95	87.3	64.58	36.73	102.76	60.88	51.13	49.17	51.38	42.51	54.54	18.51	35.31	42.41	18.41	47.84	36.2	56.53	24.59	39.56	28.52	38.93	31.3	36.8	31.39	35.41	49.54	39.75
Ctdnep1	132.85	186.83	204.72	202.37	228.09	166.79	160.34	182.23	251.3	204.56	269.52	338.94	129.88	232.03	120.27	148.05	114.58	115.65	87.84	65.34	69.51	65.39	97.75	72.77	105.3	64.68	117.01	59.27	83.93	86.33	87.01	79.08	47.28
Ptpro	21.97	20.25	18.42	22.18	19.36	12.98	19.92	21.23	33.83	17.45	11.23	5.68	24.21	19.89	31.1	29.29	17.08	26.48	31.05	14.68	12.64	16.92	27.09	13.77	16.26	37.63	48.68	10.19	37.94	30.41	17.7	17.15	3.78
Rbm25	471.91	387.4	615.18	755.88	634.6	623.23	726.73	663.45	793.53	486.67	798.89	617.3	801.24	689.47	680.14	785.7	814.56	855.43	817.75	682.52	816.02	803.68	870.37	893.93	689.9	815.45	850.89	802.17	837.92	1098.75	1001.27	747.86	974.87
Bdh2	2.09	0.92	5.12	2.77	4.21	4.99	3.8	0.88	0	8.73	8.02	0	2.94	0	4.15	7.32	2.14	1.77	2.27	2.94	0.9	0	0	2.95	6.97	4.7	2.81	2.78	11.5	2.94	7.37	0.95	0
2810021J22Rik	11.51	17.49	13.87	9.23	9.88	4.31	12.33	14.15	9.67	11.45	6.42	0	9.54	14.92	8.29	8.57	12.81	14.12	16.66	11.75	4.79	13.85	11.25	2.95	7.17	5.26	6.55	13.89	1.15	4.91	9.25	1.91	12.29
Dnajb1	117.29	118.3	118.82	95.21	125.27	115.94	136.96	173.33	136.58	103.13	90.4	131.07	135.85	142.92	228.8	120.83	198.28	202.12	194.27	222.22	202.2	193.56	202.66	182.06	206.16	177.85	147.27	132.19	234.31	198.19	181.11	210.51	200.53
Kcnj16	10.82	3.73	6.55	6.95	6.99	8.33	5.87	18.03	17.18	20.01	31.07	19.2	22.44	28.47	0	3.37	24.83	10.87	2.35	2.97	7.99	7.81	12.06	3.99	6.34	2.39	4.73	8.38	0	3	13.71	2.28	6.82
Trim54	187.24	219.97	367.47	376.09	307.25	343.58	261.84	168.96	228.1	203.59	423.51	479.07	147.81	190.6	94.35	191.18	19.93	43.26	44.68	4.41	11.73	3.08	3.53	0	31.75	12.94	6.55	25	0	10.79	4.42	8.57	1.89
Kctd7	59.62	44.18	34.8	24.03	26.93	21.97	45.54	42.46	32.86	29.08	51.33	15.15	20.55	34.81	4.15	21.15	31.31	15.89	28.78	10.28	10.83	20	7.07	14.75	24	21.13	16.85	21.3	17.25	6.87	10.32	11.43	13.24
Olfr1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmcd1	206.07	277.95	305.69	332.84	313.93	347.57	389.94	332.61	276.43	480.06	539.01	376.82	268.36	213.8	83.98	690.69	108.91	102.4	187.14	24.23	44.23	60.77	15.31	28.52	96.79	61.15	102.97	111.79	21.84	54.94	61.94	53.35	16.07
Olfr933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryl1	19.87	22.09	12.28	18.48	14.31	9.99	9.49	15.04	26.1	20.36	12.83	5.68	22.75	18.23	34.21	18.71	19.93	30.02	30.29	22.76	28.89	21.54	37.69	34.42	41.04	25.87	17.79	40.75	36.79	58.86	23.6	39.06	30.26
Pkd1l3	1.05	5.52	3.07	0.92	0.84	4	5.69	2.65	2.9	2.91	0	0	3.67	0	0	0	0	2.65	0	0	2.71	0.77	0	0	0	0	0	0	0	0	1.47	0	0
Clec2g	4.18	1.86	1.02	1.89	2.52	5.83	10.44	6.19	11.05	4.85	22.46	11.36	6.05	0	10.37	5.74	30.61	10.59	8.41	61.74	36.88	13.85	42.4	23.4	51.88	62.33	28.08	25.93	39.09	32.37	7.37	28.81	41.6
Sdccag3	101.44	106.76	98.27	90.56	85.01	117.3	100.57	91.11	109.07	117.2	83.42	90.89	112.93	137.56	108.86	100.88	86.84	109.47	104.5	111.93	123.67	85.39	89.51	114.08	97.56	114.08	95.48	98.17	113.82	151.08	126.83	127.67	164.91
Trim2	317.78	174.89	213.93	239.91	174.74	275.81	258.39	368.53	417.67	352.88	253.27	216.26	330.71	384.48	322.44	337.39	455.05	465	375.91	558	548.27	386.11	447.28	473.37	418.12	410	395.11	412.42	395.45	467.32	390.49	433.63	409.07
Rundc1	53.35	34.97	54.25	29.57	38.72	34.96	39.85	47.77	41.56	45.56	35.29	49.23	43.29	49.72	77.76	39.05	44.84	34.43	45.44	44.79	38.81	36.16	57.71	34.42	46.46	28.22	57.1	50.01	34.49	78.48	48.67	19.06	47.28
Cntln	31.38	43.26	39.92	39.73	31.14	47.94	43.64	59.27	46.39	37.81	36.9	5.68	49.16	28.18	65.32	55.32	44.84	60.91	69.67	36.71	76.73	70.01	47.11	45.24	78.2	57.63	39.31	82.42	29.89	65.73	51.62	40.97	24.58
Kalrn	62.76	81.91	95.19	85.01	69.02	67.92	97.72	104.38	72.49	62.05	57.75	66.27	85.12	48.06	65.32	73.22	55.52	52.97	44.68	69.01	38.81	48.47	49.47	31.47	64.27	51.75	38.38	48.16	50.59	49.05	30.97	46.69	30.26
Vps33a	156.91	134.37	172.99	177.42	170.01	170.79	136.62	141.54	164.31	145.42	178.07	212.08	91.72	152.48	82.94	133.42	110.33	108.58	121.16	134.36	163.37	97.7	116.6	118.99	140.15	103.49	134.79	92.61	111.52	144.21	113.55	113.38	88.88
Rhox5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ace2	21.97	13.81	37.87	21.25	13.47	84.9	13.28	61.92	183.64	47.5	28.88	9.47	56.5	61.32	109.9	51.25	80.44	151.84	83.3	288.53	175.12	76.93	190.8	106.21	243.9	297.54	162.88	116.69	257.54	138.32	84.06	136.25	116.3
Rpf1	40.8	46.02	47.09	41.62	47.13	48.94	41.75	44.23	34.8	43.63	68.98	47.34	49.62	39.78	69.47	62.64	71.89	56.5	53.77	49.92	76.73	40.77	65.95	73.76	64.27	39.99	75.82	47.23	82.78	57.88	89.96	57.17	62.41
Serpina3j	21.18	8.51	17.4	16.47	16.01	32.26	38.74	56.98	60.88	66.81	76.36	39.16	50.99	37.76	15.54	15.25	0.72	6.28	18.93	25.7	9.03	113.99	38.58	15.36	101.27	16.46	11.9	130.43	6.9	15.7	51.53	31.35	10.58
Olfr239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cct8	785.23	785.07	834.59	851.98	860.33	915.87	874.76	896.99	803.19	803.68	970.54	848.31	722.76	901.62	855.35	806.97	736.02	821.1	896.88	794.38	825.45	932.65	841.01	896.88	867.74	864.39	788.17	975.17	883.56	949.11	1070.64	956.57	1015.53
Gm8369	1.05	3.61	6.2	9.79	7.35	6.26	1.28	0	4.45	0	4.15	0	0	0.05	0	2.6	0	3.28	4.48	0	1.08	0	1.22	4.96	1.29	0	5.28	0	0	0	5.5	0	0
Mrpl20	87.87	114.13	82.91	67.46	74.07	76.9	55.98	82.27	78.29	63.98	80.21	104.14	55.03	53.04	103.68	75.66	106.06	90.05	66.38	102.05	111.93	77.7	62.42	98.34	70.46	60.52	65.52	97.24	67.83	179.52	91.43	98.13	139
Nnmt	21.97	24.85	14.33	26.8	30.3	16.98	13.28	8.85	16.43	30.05	6.42	9.47	19.81	1.66	2.07	25.22	7.12	7.95	16.66	3.67	6.32	11.54	1.18	11.8	14.71	4.7	9.36	2.78	20.69	0	1.47	1.91	13.24
Bmper	39.75	57.98	25.59	54.52	69.02	43.95	42.69	14.15	49.29	57.2	11.23	28.4	26.42	8.29	25.92	45.56	12.81	11.48	29.53	11.01	17.15	28.46	15.31	12.78	13.94	15.29	19.66	20.37	24.14	10.79	19.17	10.48	7.56
Rapgef2	89.96	67.19	95.19	97.95	104.31	97.88	115.75	110.58	67.66	105.67	113.9	68.17	85.85	99.44	86.05	89.49	101.79	90.05	78.76	86.63	74.92	77.7	73.02	64.91	83.62	69.39	70.21	77.79	73.58	65.73	89.96	67.65	81.32
4933402E13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6484	4.18	0.92	1.02	0	1.68	3	0	0	0	0	4.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spib	34.63	38.63	39.89	70.08	54.38	27.94	42.71	18.59	9.83	8.18	1.62	9.45	10.32	19.18	19.66	3.88	5.72	4.44	0	0.74	1.89	2.34	11.39	0	3.87	1.18	10.38	0	5.75	0	0	3.62	0
Gm13304	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3.69	0	0	0	0	0	0	0	0	0	0	0	0
Nfkbie	38.7	37.73	23.54	37.89	47.13	19.98	30.36	27.42	14.5	16.48	4.81	7.57	22.01	14.92	1.04	21.97	12.1	15.01	12.12	8.08	22.57	13.08	23.56	24.59	11.61	10.58	3.74	15.74	6.9	10.79	19.17	5.72	21.75
Tbp	79.32	81.92	74.07	73.35	76.07	91.52	87.24	92.62	68.33	67.48	59.76	76.44	70.37	121.59	97.6	77.98	73.36	84.28	80.78	102.17	116.32	88.85	100.6	119.22	93.04	88.07	41.64	114.13	66.71	100.46	120.78	70.06	93.73
Tspo2	9.41	23.93	14.33	15.71	8.42	15.98	36.05	32.73	0.97	1.94	0	0	3.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42	0	0
Filip1	199.8	189.59	283.54	382.56	341.71	285.65	328.65	178.69	161.41	236.54	325.65	285.93	161.43	159.11	155.52	427.1	59.08	53.85	113.59	26.43	13.54	45.39	37.69	12.78	85.17	39.99	67.4	84.27	38.01	43.16	25.07	12.39	10.4
Gnmt	19.87	4.6	1.02	0.92	3.37	8.99	1.9	0.88	8.7	5.82	0	0	8.81	13.26	53.91	14.64	24.2	26.48	6.82	12.48	13.54	4.62	2.36	12.78	0.77	2.35	2.81	11.11	27.59	9.81	0	12.39	19.86
Cmtm6	324.28	267.83	309.13	259.66	321.51	268.67	326.37	371.53	288.03	316.04	309.61	301.07	394.05	372.91	247.79	309.95	377.98	399.03	335.47	470.61	402.59	313.88	466.4	447.46	408.05	479.82	434.01	303.76	405.85	489.52	328.86	449.7	473.73
Fem1a	614.03	557.52	860.84	990.05	957.8	842.02	665.08	551.11	680.74	815.69	1363.57	1134.23	397.35	420.98	223.95	452.32	175.11	245.42	207.49	150.51	150.45	152.95	108.11	150.53	194.35	154.06	162.88	213.94	147.16	208.31	117.98	139.47	135.22
Hnrnpa1	1847.17	2003.59	1859.44	1914.17	1978.72	1902.55	2189.34	1916.44	2117.28	1918.48	1626.55	1591.98	1858.67	1751.85	2784.17	2178.68	2146.54	2192.99	2389.09	2286.76	2355.07	2336.89	2082.29	2212.64	2082.23	2028.67	1843.13	2396.65	2011.83	2053.73	2218.51	2272.3	2350.67
Xrcc2	21.59	10.38	24.15	25.86	25.91	20.06	23.3	20.05	27.36	10.05	20.07	21.13	22.24	8.92	24.15	12.67	29.95	21.13	29.25	14.43	13.11	18.89	19.92	24.43	20.53	16.66	20.96	18.5	3.81	13.51	32.34	7.95	18.72
Tas2r122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brd1	299.17	294.08	336.76	289.32	287.36	336.58	319.73	434.3	487.26	376.15	418.7	486.64	510.77	531.95	501.81	425.47	600.81	670.08	469.5	551.37	631.13	464.84	612.34	600.87	625.63	570.2	644.95	443.6	596.64	659.06	464.55	708.85	629.74
Naa40	122.39	117.81	81.89	88.65	91.74	111.86	127.13	114.11	112.12	96.95	109.09	124.97	113	175.68	109.9	90.3	118.16	176.21	124.95	185.01	152.55	117.7	133.09	178.98	115.37	102.32	185.34	168.39	157.51	149.11	181.41	222.94	175.87
Aoah	20.94	31.3	21.94	9.32	8.42	13.49	26.57	16.81	2.9	7.76	0	5.68	2.21	3.33	0	0	0.51	1.05	4.25	2.23	2.16	0	8.24	2.96	5.48	9.93	1.87	3.7	5.76	6.65	0	9.4	3.16
Ppp6r3	500.01	511.72	471.88	474.04	475.53	509.35	539.84	519.78	408.85	461.51	526.18	587	455.67	498.87	440.64	530.42	497.56	489.95	492.9	566.2	496.47	462.35	520.57	439.59	462.25	506.87	468.03	547.32	512.77	430.66	582.05	550.7	489.8
Prl4a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgip1	2.09	3.68	3.07	8.32	1.68	3	3.8	1.77	8.7	4.85	8.02	1.89	11.74	3.31	7.26	13.02	9.25	6.18	7.57	9.54	3.61	2.31	2.36	4.92	10.84	7.06	8.42	14.82	3.45	1.96	1.47	1.91	7.56
Zfp280c	32.43	48.76	31.73	30.49	31.98	47.94	29.41	33.61	34.8	48.47	33.69	45.45	59.53	38.12	29.03	43.31	53.39	58.26	86.33	71.95	71.31	53.85	50.64	73.76	67.36	85.85	89.86	79.64	34.49	47.51	70.79	66.69	76.59
Krt86	3.49	14.9	83.38	1.64	3.1	275.21	0	108.5	496.06	9.95	0	0	106.49	61.24	390.23	228.98	312.9	389.15	244.76	798.03	775.99	362.61	119.23	303.96	112.76	147.42	51.17	39.58	126.66	80.08	62.45	452.91	439.8
Cetn3	166.32	175.79	187.32	184.81	192.74	197.76	165.08	205.23	210.5	176.44	208.55	143.91	198.12	187.28	240.55	233.48	212.1	192.45	239.3	223.94	270.8	184.58	237.91	201.6	235.39	230.5	142.13	215.78	251.79	285.49	230.06	177.21	242.06
Gpr17	0	0.92	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl14	307.54	325.04	262.22	281.83	268.49	238.75	330.62	355.12	307.36	300.63	328.04	265.1	333.15	348.96	376.36	258.11	387.49	341.47	302.55	323.79	307.8	323.88	362.74	466.89	323.55	316.32	309.84	317.91	340.89	282.59	327.39	386.83	285.56
Fam63b	165.28	196.7	171.67	136.76	168.42	182.77	156.72	172.5	143.05	158.99	186.09	229.12	155.56	180.65	124.42	209.85	244.15	244.54	195.37	201.9	192.46	171.55	184.91	185.87	204.41	223.45	236.83	193.55	247.19	199.14	157.8	184.84	196.68
Plcb3	189.32	192.36	205.74	178.64	178.66	147.82	216.32	230.88	284.16	190.98	255.07	185.57	296.44	324.85	413.91	285.55	351.64	411.39	403.62	489.7	474.67	393.89	505.26	504.5	461.67	465.71	491.44	427.85	462.17	545.7	336.24	569.75	469.45
Gemin6	13.6	18.41	27.64	14.78	22.72	18.98	18.98	22.12	21.26	18.42	25.67	32.19	22.75	14.92	14.52	13.02	24.2	15.89	13.63	33.04	28.89	27.69	20.02	8.85	8.52	23.52	14.04	50.01	16.1	27.47	5.9	5.72	10.4
Cib3	0	0	0	0	0	2	0	0	0	0.97	0	3.79	1.47	0	0	0	0	0	0	0	0	0	0	0	0	0	8.42	0	0	0	0	0	0
Pygo2	105.65	105.84	122.83	86.86	76.59	104.87	101.73	134.46	107.29	110.52	80.21	87.1	137.21	147.51	96.42	113.08	226.36	191.57	99.2	151.24	153.45	131.55	167.24	185.87	130.86	172.88	187.21	130.58	162.12	247.21	117.98	189.6	182.49
Ppip5k2	133.89	105.84	104.41	109.04	107.73	114.86	119.54	182.23	104.39	123.26	46.52	128.76	135.01	169.05	124.42	122.03	187.92	157.14	164.33	197.49	166.09	161.55	181.38	179.48	157.18	149.36	153.52	165.77	156.36	242.31	165.17	177.21	159.8
